attendance_id,enrollment_id,class_date,status
ATT000631,ENR00053,2024-03-04,Present
ATT000632,ENR00053,2024-03-11,Present
ATT000633,ENR00053,2024-03-18,Present
ATT000634,ENR00053,2024-03-25,Present
ATT000635,ENR00053,2024-04-01,Present
ATT000636,ENR00053,2024-04-08,Present
ATT000637,ENR00054,2024-01-22,Absent
ATT000638,ENR00054,2024-01-29,Absent
ATT000639,ENR00054,2024-02-05,Present
ATT000640,ENR00054,2024-02-12,Absent
ATT000641,ENR00054,2024-02-19,Late
ATT000642,ENR00054,2024-02-26,Present
ATT000643,ENR00054,2024-03-04,Present
ATT000644,ENR00054,2024-03-11,Present
ATT000645,ENR00054,2024-03-18,Present
ATT000646,ENR00054,2024-03-25,Present
ATT000647,ENR00054,2024-04-01,Present
ATT000648,ENR00054,2024-04-08,Present
ATT000649,ENR00055,2024-01-22,Present
ATT000650,ENR00055,2024-01-29,Late
ATT000651,ENR00055,2024-02-05,Absent
ATT000652,ENR00055,2024-02-12,Present
ATT000653,ENR00055,2024-02-19,Present
ATT000654,ENR00055,2024-02-26,Absent
ATT000655,ENR00055,2024-03-04,Present
ATT000656,ENR00055,2024-03-11,Present
ATT000657,ENR00055,2024-03-18,Present
ATT000658,ENR00055,2024-03-25,Present
ATT000659,ENR00055,2024-04-01,Present
ATT000660,ENR00055,2024-04-08,Present
ATT000661,ENR00056,2024-01-22,Present
ATT000662,ENR00056,2024-01-29,Absent
ATT000663,ENR00056,2024-02-05,Present
ATT000664,ENR00056,2024-02-12,Absent
ATT000665,ENR00056,2024-02-19,Present
ATT000666,ENR00056,2024-02-26,Present
ATT000667,ENR00056,2024-03-04,Present
ATT000668,ENR00056,2024-03-11,Absent
ATT000669,ENR00056,2024-03-18,Present
ATT000670,ENR00056,2024-03-25,Absent
ATT000671,ENR00056,2024-04-01,Present
ATT000672,ENR00056,2024-04-08,Present
ATT000673,ENR00057,2024-01-22,Present
ATT000674,ENR00057,2024-01-29,Present
ATT000675,ENR00057,2024-02-05,Present
ATT000676,ENR00057,2024-02-12,Present
ATT000677,ENR00057,2024-02-19,Present
ATT000678,ENR00057,2024-02-26,Present
ATT000679,ENR00057,2024-03-04,Absent
ATT000680,ENR00057,2024-03-11,Late
ATT000681,ENR00057,2024-03-18,Present
ATT000682,ENR00057,2024-03-25,Present
ATT000683,ENR00057,2024-04-01,Present
ATT000684,ENR00057,2024-04-08,Absent
ATT000685,ENR00058,2024-01-22,Present
ATT000686,ENR00058,2024-01-29,Present
ATT000687,ENR00058,2024-02-05,Absent
ATT000688,ENR00058,2024-02-12,Present
ATT000689,ENR00058,2024-02-19,Late
ATT000690,ENR00058,2024-02-26,Present
ATT000691,ENR00058,2024-03-04,Late
ATT000692,ENR00058,2024-03-11,Present
ATT000693,ENR00058,2024-03-18,Present
ATT000694,ENR00058,2024-03-25,Present
ATT000695,ENR00058,2024-04-01,Absent
ATT000696,ENR00058,2024-04-08,Present
ATT000697,ENR00059,2024-01-22,Present
ATT000698,ENR00059,2024-01-29,Present
ATT000699,ENR00059,2024-02-05,Absent
ATT000700,ENR00059,2024-02-12,Absent
ATT000701,ENR00059,2024-02-19,Present
ATT000702,ENR00059,2024-02-26,Absent
ATT000703,ENR00059,2024-03-04,Present
ATT000704,ENR00059,2024-03-11,Absent
ATT000705,ENR00059,2024-03-18,Present
ATT000706,ENR00059,2024-03-25,Present
ATT000707,ENR00059,2024-04-01,Absent
ATT000708,ENR00059,2024-04-08,Present
ATT000709,ENR00060,2024-01-22,Present
ATT000710,ENR00060,2024-01-29,Present
ATT000711,ENR00060,2024-02-05,Present
ATT000712,ENR00060,2024-02-12,Present
ATT000713,ENR00060,2024-02-19,Absent
ATT000714,ENR00060,2024-02-26,Present
ATT000715,ENR00060,2024-03-04,Present
ATT000716,ENR00060,2024-03-11,Present
ATT000717,ENR00060,2024-03-18,Present
ATT000718,ENR00060,2024-03-25,Late
ATT000719,ENR00060,2024-04-01,Present
ATT000720,ENR00060,2024-04-08,Present
ATT000721,ENR00061,2024-01-22,Present
ATT000722,ENR00061,2024-01-29,Present
ATT000723,ENR00061,2024-02-05,Present
ATT000724,ENR00061,2024-02-12,Late
ATT000725,ENR00061,2024-02-19,Absent
ATT000726,ENR00061,2024-02-26,Present
ATT000727,ENR00061,2024-03-04,Present
ATT000728,ENR00061,2024-03-11,Present
ATT000729,ENR00061,2024-03-18,Absent
ATT000730,ENR00061,2024-03-25,Present
ATT000731,ENR00061,2024-04-01,Present
ATT000732,ENR00061,2024-04-08,Present
ATT000733,ENR00062,2024-01-22,Late
ATT000734,ENR00062,2024-01-29,Present
ATT000735,ENR00062,2024-02-05,Present
ATT000736,ENR00062,2024-02-12,Present
ATT000737,ENR00062,2024-02-19,Present
ATT000738,ENR00062,2024-02-26,Present
ATT000739,ENR00062,2024-03-04,Absent
ATT000740,ENR00062,2024-03-11,Present
ATT000741,ENR00062,2024-03-18,Present
ATT000742,ENR00062,2024-03-25,Present
ATT000743,ENR00062,2024-04-01,Present
ATT000744,ENR00062,2024-04-08,Present
ATT000745,ENR00063,2024-01-22,Present
ATT000746,ENR00063,2024-01-29,Absent
ATT000747,ENR00063,2024-02-05,Absent
ATT000748,ENR00063,2024-02-12,Present
ATT000749,ENR00063,2024-02-19,Late
ATT000750,ENR00063,2024-02-26,Absent
ATT000751,ENR00063,2024-03-04,Present
ATT000752,ENR00063,2024-03-11,Present
ATT000753,ENR00063,2024-03-18,Absent
ATT000754,ENR00063,2024-03-25,Present
ATT000755,ENR00063,2024-04-01,Present
ATT000756,ENR00063,2024-04-08,Present
ATT000757,ENR00064,2024-01-22,Present
ATT000758,ENR00064,2024-01-29,Absent
ATT000759,ENR00064,2024-02-05,Present
ATT000760,ENR00064,2024-02-12,Late
ATT000761,ENR00064,2024-02-19,Present
ATT000762,ENR00064,2024-02-26,Absent
ATT000763,ENR00064,2024-03-04,Present
ATT000764,ENR00064,2024-03-11,Present
ATT000765,ENR00064,2024-03-18,Present
ATT000766,ENR00064,2024-03-25,Late
ATT000767,ENR00064,2024-04-01,Present
ATT000768,ENR00064,2024-04-08,Absent
ATT000769,ENR00065,2024-01-22,Present
ATT000770,ENR00065,2024-01-29,Present
ATT000771,ENR00065,2024-02-05,Present
ATT000772,ENR00065,2024-02-12,Present
ATT000773,ENR00065,2024-02-19,Present
ATT000774,ENR00065,2024-02-26,Absent
ATT000775,ENR00065,2024-03-04,Present
ATT000776,ENR00065,2024-03-11,Present
ATT000777,ENR00065,2024-03-18,Present
ATT000778,ENR00065,2024-03-25,Present
ATT000779,ENR00065,2024-04-01,Present
ATT000780,ENR00065,2024-04-08,Present
ATT000781,ENR00066,2024-01-22,Present
ATT000782,ENR00066,2024-01-29,Present
ATT000783,ENR00066,2024-02-05,Present
ATT000784,ENR00066,2024-02-12,Present
ATT000785,ENR00066,2024-02-19,Present
ATT000786,ENR00066,2024-02-26,Present
ATT000787,ENR00066,2024-03-04,Present
ATT000788,ENR00066,2024-03-11,Present
ATT000789,ENR00066,2024-03-18,Present
ATT000790,ENR00066,2024-03-25,Present
ATT000791,ENR00066,2024-04-01,Present
ATT000792,ENR00066,2024-04-08,Present
ATT000793,ENR00067,2024-01-22,Present
ATT000794,ENR00067,2024-01-29,Present
ATT000795,ENR00067,2024-02-05,Late
ATT000796,ENR00067,2024-02-12,Present
ATT000797,ENR00067,2024-02-19,Present
ATT000798,ENR00067,2024-02-26,Present
ATT000799,ENR00067,2024-03-04,Present
ATT000800,ENR00067,2024-03-11,Present
ATT000801,ENR00067,2024-03-18,Present
ATT000802,ENR00067,2024-03-25,Present
ATT000803,ENR00067,2024-04-01,Absent
ATT000804,ENR00067,2024-04-08,Present
ATT000805,ENR00068,2024-01-22,Present
ATT000806,ENR00068,2024-01-29,Present
ATT000807,ENR00068,2024-02-05,Present
ATT000808,ENR00068,2024-02-12,Present
ATT000809,ENR00068,2024-02-19,Present
ATT000810,ENR00068,2024-02-26,Present
ATT000811,ENR00068,2024-03-04,Present
ATT000812,ENR00068,2024-03-11,Present
ATT000813,ENR00068,2024-03-18,Present
ATT000814,ENR00068,2024-03-25,Absent
ATT000815,ENR00068,2024-04-01,Present
ATT000816,ENR00068,2024-04-08,Present
ATT000817,ENR00069,2024-01-22,Present
ATT000818,ENR00069,2024-01-29,Present
ATT000819,ENR00069,2024-02-05,Present
ATT000820,ENR00069,2024-02-12,Present
ATT000821,ENR00069,2024-02-19,Absent
ATT000822,ENR00069,2024-02-26,Absent
ATT000823,ENR00069,2024-03-04,Absent
ATT000824,ENR00069,2024-03-11,Present
ATT000825,ENR00069,2024-03-18,Present
ATT000826,ENR00069,2024-03-25,Present
ATT000827,ENR00069,2024-04-01,Present
ATT000828,ENR00069,2024-04-08,Present
ATT000829,ENR00070,2024-01-22,Present
ATT000830,ENR00070,2024-01-29,Absent
ATT000831,ENR00070,2024-02-05,Present
ATT000832,ENR00070,2024-02-12,Absent
ATT000833,ENR00070,2024-02-19,Present
ATT000834,ENR00070,2024-02-26,Late
ATT000835,ENR00070,2024-03-04,Late
ATT000836,ENR00070,2024-03-11,Present
ATT000837,ENR00070,2024-03-18,Late
ATT000838,ENR00070,2024-03-25,Late
ATT000839,ENR00070,2024-04-01,Present
ATT000840,ENR00070,2024-04-08,Present
ATT000841,ENR00071,2024-01-22,Present
ATT000842,ENR00071,2024-01-29,Absent
ATT000843,ENR00071,2024-02-05,Absent
ATT000844,ENR00071,2024-02-12,Present
ATT000845,ENR00071,2024-02-19,Late
ATT000846,ENR00071,2024-02-26,Late
ATT000847,ENR00071,2024-03-04,Present
ATT000848,ENR00071,2024-03-11,Present
ATT000849,ENR00071,2024-03-18,Late
ATT000850,ENR00071,2024-03-25,Present
ATT000851,ENR00071,2024-04-01,Present
ATT000852,ENR00071,2024-04-08,Present
ATT000853,ENR00072,2024-01-22,Present
ATT000854,ENR00072,2024-01-29,Present
ATT000855,ENR00072,2024-02-05,Present
ATT000856,ENR00072,2024-02-12,Present
ATT000857,ENR00072,2024-02-19,Present
ATT000858,ENR00072,2024-02-26,Present
ATT000859,ENR00072,2024-03-04,Present
ATT000860,ENR00072,2024-03-11,Present
ATT000861,ENR00072,2024-03-18,Present
ATT000862,ENR00072,2024-03-25,Present
ATT000863,ENR00072,2024-04-01,Absent
ATT000864,ENR00072,2024-04-08,Present
ATT000865,ENR00073,2024-01-22,Present
ATT000866,ENR00073,2024-01-29,Present
ATT000867,ENR00073,2024-02-05,Absent
ATT000868,ENR00073,2024-02-12,Present
ATT000869,ENR00073,2024-02-19,Present
ATT000870,ENR00073,2024-02-26,Present
ATT000871,ENR00073,2024-03-04,Present
ATT000872,ENR00073,2024-03-11,Absent
ATT000873,ENR00073,2024-03-18,Present
ATT000874,ENR00073,2024-03-25,Late
ATT000875,ENR00073,2024-04-01,Present
ATT000876,ENR00073,2024-04-08,Present
ATT000877,ENR00074,2024-01-22,Absent
ATT000878,ENR00074,2024-01-29,Absent
ATT000879,ENR00074,2024-02-05,Absent
ATT000880,ENR00074,2024-02-12,Present
ATT000881,ENR00074,2024-02-19,Late
ATT000882,ENR00074,2024-02-26,Present
ATT000883,ENR00074,2024-03-04,Present
ATT000884,ENR00074,2024-03-11,Present
ATT000885,ENR00074,2024-03-18,Absent
ATT000886,ENR00074,2024-03-25,Present
ATT000887,ENR00074,2024-04-01,Present
ATT000888,ENR00074,2024-04-08,Present
ATT000889,ENR00075,2024-01-22,Present
ATT000890,ENR00075,2024-01-29,Present
ATT000891,ENR00075,2024-02-05,Present
ATT000892,ENR00075,2024-02-12,Present
ATT000893,ENR00075,2024-02-19,Present
ATT000894,ENR00075,2024-02-26,Late
ATT000895,ENR00075,2024-03-04,Present
ATT000896,ENR00075,2024-03-11,Present
ATT000897,ENR00075,2024-03-18,Present
ATT000898,ENR00075,2024-03-25,Present
ATT000899,ENR00075,2024-04-01,Present
ATT000900,ENR00075,2024-04-08,Present
ATT000901,ENR00076,2024-01-22,Late
ATT000902,ENR00076,2024-01-29,Present
ATT000903,ENR00076,2024-02-05,Present
ATT000904,ENR00076,2024-02-12,Present
ATT000905,ENR00076,2024-02-19,Absent
ATT000906,ENR00076,2024-02-26,Absent
ATT000907,ENR00076,2024-03-04,Present
ATT000908,ENR00076,2024-03-11,Present
ATT000909,ENR00076,2024-03-18,Present
ATT000910,ENR00076,2024-03-25,Present
ATT000911,ENR00076,2024-04-01,Present
ATT000912,ENR00076,2024-04-08,Present
ATT000913,ENR00077,2024-01-22,Present
ATT000914,ENR00077,2024-01-29,Present
ATT000915,ENR00077,2024-02-05,Present
ATT000916,ENR00077,2024-02-12,Present
ATT000917,ENR00077,2024-02-19,Present
ATT000918,ENR00077,2024-02-26,Present
ATT000919,ENR00077,2024-03-04,Late
ATT000920,ENR00077,2024-03-11,Present
ATT000921,ENR00077,2024-03-18,Present
ATT000922,ENR00077,2024-03-25,Present
ATT000923,ENR00077,2024-04-01,Late
ATT000924,ENR00077,2024-04-08,Present
ATT000925,ENR00078,2024-01-22,Present
ATT000926,ENR00078,2024-01-29,Present
ATT000927,ENR00078,2024-02-05,Late
ATT000928,ENR00078,2024-02-12,Present
ATT000929,ENR00078,2024-02-19,Present
ATT000930,ENR00078,2024-02-26,Present
ATT000931,ENR00078,2024-03-04,Present
ATT000932,ENR00078,2024-03-11,Present
ATT000933,ENR00078,2024-03-18,Absent
ATT000934,ENR00078,2024-03-25,Present
ATT000935,ENR00078,2024-04-01,Present
ATT000936,ENR00078,2024-04-08,Present
ATT000937,ENR00079,2024-01-22,Present
ATT000938,ENR00079,2024-01-29,Present
ATT000939,ENR00079,2024-02-05,Present
ATT000940,ENR00079,2024-02-12,Present
ATT000941,ENR00079,2024-02-19,Present
ATT000942,ENR00079,2024-02-26,Present
ATT000943,ENR00079,2024-03-04,Present
ATT000944,ENR00079,2024-03-11,Present
ATT000945,ENR00079,2024-03-18,Absent
ATT000946,ENR00079,2024-03-25,Present
ATT000947,ENR00079,2024-04-01,Present
ATT000948,ENR00079,2024-04-08,Present
ATT000949,ENR00080,2024-01-22,Present
ATT000950,ENR00080,2024-01-29,Present
ATT000951,ENR00080,2024-02-05,Present
ATT000952,ENR00080,2024-02-12,Late
ATT000953,ENR00080,2024-02-19,Present
ATT000954,ENR00080,2024-02-26,Present
ATT000955,ENR00080,2024-03-04,Present
ATT000956,ENR00080,2024-03-11,Present
ATT000957,ENR00080,2024-03-18,Absent
ATT000958,ENR00080,2024-03-25,Present
ATT000959,ENR00080,2024-04-01,Present
ATT000960,ENR00080,2024-04-08,Present
ATT000961,ENR00081,2024-01-22,Present
ATT000962,ENR00081,2024-01-29,Late
ATT000963,ENR00081,2024-02-05,Late
ATT000964,ENR00081,2024-02-12,Present
ATT000965,ENR00081,2024-02-19,Absent
ATT000966,ENR00081,2024-02-26,Absent
ATT000967,ENR00081,2024-03-04,Absent
ATT000968,ENR00081,2024-03-11,Present
ATT000969,ENR00081,2024-03-18,Present
ATT000970,ENR00081,2024-03-25,Present
ATT000971,ENR00081,2024-04-01,Present
ATT000972,ENR00081,2024-04-08,Present
ATT000973,ENR00082,2024-01-22,Present
ATT000974,ENR00082,2024-01-29,Absent
ATT000975,ENR00082,2024-02-05,Present
ATT000976,ENR00082,2024-02-12,Present
ATT000977,ENR00082,2024-02-19,Absent
ATT000978,ENR00082,2024-02-26,Present
ATT000979,ENR00082,2024-03-04,Present
ATT000980,ENR00082,2024-03-11,Present
ATT000981,ENR00082,2024-03-18,Present
ATT000982,ENR00082,2024-03-25,Late
ATT000983,ENR00082,2024-04-01,Late
ATT000984,ENR00082,2024-04-08,Present
ATT000985,ENR00083,2024-01-22,Present
ATT000986,ENR00083,2024-01-29,Present
ATT000987,ENR00083,2024-02-05,Present
ATT000988,ENR00083,2024-02-12,Present
ATT000989,ENR00083,2024-02-19,Present
ATT000990,ENR00083,2024-02-26,Present
ATT000991,ENR00083,2024-03-04,Absent
ATT000992,ENR00083,2024-03-11,Present
ATT000993,ENR00083,2024-03-18,Present
ATT000994,ENR00083,2024-03-25,Present
ATT000995,ENR00083,2024-04-01,Late
ATT000996,ENR00083,2024-04-08,Present
ATT000997,ENR00084,2024-01-22,Present
ATT000998,ENR00084,2024-01-29,Present
ATT000999,ENR00084,2024-02-05,Absent
ATT001000,ENR00084,2024-02-12,Present
ATT001001,ENR00084,2024-02-19,Present
ATT001002,ENR00084,2024-02-26,Present
ATT001003,ENR00084,2024-03-04,Present
ATT001004,ENR00084,2024-03-11,Absent
ATT001005,ENR00084,2024-03-18,Present
ATT001006,ENR00084,2024-03-25,Present
ATT001007,ENR00084,2024-04-01,Present
ATT001008,ENR00084,2024-04-08,Present
ATT001009,ENR00085,2024-01-22,Present
ATT001010,ENR00085,2024-01-29,Present
ATT001011,ENR00085,2024-02-05,Absent
ATT001012,ENR00085,2024-02-12,Present
ATT001013,ENR00085,2024-02-19,Present
ATT001014,ENR00085,2024-02-26,Late
ATT001015,ENR00085,2024-03-04,Present
ATT001016,ENR00085,2024-03-11,Present
ATT001017,ENR00085,2024-03-18,Present
ATT001018,ENR00085,2024-03-25,Present
ATT001019,ENR00085,2024-04-01,Present
ATT001020,ENR00085,2024-04-08,Present
ATT001021,ENR00086,2024-01-22,Present
ATT001022,ENR00086,2024-01-29,Present
ATT001023,ENR00086,2024-02-05,Present
ATT001024,ENR00086,2024-02-12,Present
ATT001025,ENR00086,2024-02-19,Present
ATT001026,ENR00086,2024-02-26,Present
ATT001027,ENR00086,2024-03-04,Present
ATT001028,ENR00086,2024-03-11,Present
ATT001029,ENR00086,2024-03-18,Absent
ATT001030,ENR00086,2024-03-25,Present
ATT001031,ENR00086,2024-04-01,Present
ATT001032,ENR00086,2024-04-08,Present
ATT001033,ENR00087,2024-01-22,Late
ATT001034,ENR00087,2024-01-29,Present
ATT001035,ENR00087,2024-02-05,Present
ATT001036,ENR00087,2024-02-12,Present
ATT001037,ENR00087,2024-02-19,Absent
ATT001038,ENR00087,2024-02-26,Present
ATT001039,ENR00087,2024-03-04,Absent
ATT001040,ENR00087,2024-03-11,Present
ATT001041,ENR00087,2024-03-18,Present
ATT001042,ENR00087,2024-03-25,Present
ATT001043,ENR00087,2024-04-01,Present
ATT001044,ENR00087,2024-04-08,Present
ATT001045,ENR00088,2024-01-22,Present
ATT001046,ENR00088,2024-01-29,Present
ATT001047,ENR00088,2024-02-05,Late
ATT001048,ENR00088,2024-02-12,Absent
ATT001049,ENR00088,2024-02-19,Present
ATT001050,ENR00088,2024-02-26,Present
ATT001051,ENR00088,2024-03-04,Absent
ATT001052,ENR00088,2024-03-11,Present
ATT001053,ENR00088,2024-03-18,Absent
ATT001054,ENR00088,2024-03-25,Present
ATT001055,ENR00088,2024-04-01,Present
ATT001056,ENR00088,2024-04-08,Present
ATT001057,ENR00089,2024-01-22,Late
ATT001058,ENR00089,2024-01-29,Present
ATT001059,ENR00089,2024-02-05,Absent
ATT001060,ENR00089,2024-02-12,Present
ATT001061,ENR00089,2024-02-19,Present
ATT001062,ENR00089,2024-02-26,Late
ATT001063,ENR00089,2024-03-04,Present
ATT001064,ENR00089,2024-03-11,Present
ATT001065,ENR00089,2024-03-18,Present
ATT001066,ENR00089,2024-03-25,Present
ATT001067,ENR00089,2024-04-01,Present
ATT001068,ENR00089,2024-04-08,Present
ATT001069,ENR00090,2024-01-22,Present
ATT001070,ENR00090,2024-01-29,Present
ATT001071,ENR00090,2024-02-05,Present
ATT001072,ENR00090,2024-02-12,Present
ATT001073,ENR00090,2024-02-19,Present
ATT001074,ENR00090,2024-02-26,Present
ATT001075,ENR00090,2024-03-04,Present
ATT001076,ENR00090,2024-03-11,Absent
ATT001077,ENR00090,2024-03-18,Present
ATT001078,ENR00090,2024-03-25,Present
ATT001079,ENR00090,2024-04-01,Present
ATT001080,ENR00090,2024-04-08,Present
ATT001081,ENR00091,2024-01-22,Present
ATT001082,ENR00091,2024-01-29,Present
ATT001083,ENR00091,2024-02-05,Present
ATT001084,ENR00091,2024-02-12,Present
ATT001085,ENR00091,2024-02-19,Present
ATT001086,ENR00091,2024-02-26,Present
ATT001087,ENR00091,2024-03-04,Present
ATT001088,ENR00091,2024-03-11,Absent
ATT001089,ENR00091,2024-03-18,Present
ATT001090,ENR00091,2024-03-25,Present
ATT001091,ENR00091,2024-04-01,Present
ATT001092,ENR00091,2024-04-08,Absent
ATT001093,ENR00092,2024-01-22,Present
ATT001094,ENR00092,2024-01-29,Present
ATT001095,ENR00092,2024-02-05,Present
ATT001096,ENR00092,2024-02-12,Present
ATT001097,ENR00092,2024-02-19,Absent
ATT001098,ENR00092,2024-02-26,Present
ATT001099,ENR00092,2024-03-04,Present
ATT001100,ENR00092,2024-03-11,Late
ATT001101,ENR00092,2024-03-18,Present
ATT001102,ENR00092,2024-03-25,Present
ATT001103,ENR00092,2024-04-01,Present
ATT001104,ENR00092,2024-04-08,Late
ATT001105,ENR00093,2024-01-22,Present
ATT001106,ENR00093,2024-01-29,Present
ATT001107,ENR00093,2024-02-05,Absent
ATT001108,ENR00093,2024-02-12,Present
ATT001109,ENR00093,2024-02-19,Absent
ATT001110,ENR00093,2024-02-26,Absent
ATT001111,ENR00093,2024-03-04,Present
ATT001112,ENR00093,2024-03-11,Present
ATT001113,ENR00093,2024-03-18,Present
ATT001114,ENR00093,2024-03-25,Late
ATT001115,ENR00093,2024-04-01,Present
ATT001116,ENR00093,2024-04-08,Present
ATT001117,ENR00094,2024-01-22,Present
ATT001118,ENR00094,2024-01-29,Present
ATT001119,ENR00094,2024-02-05,Present
ATT001120,ENR00094,2024-02-12,Present
ATT001121,ENR00094,2024-02-19,Absent
ATT001122,ENR00094,2024-02-26,Present
ATT001123,ENR00094,2024-03-04,Present
ATT001124,ENR00094,2024-03-11,Present
ATT001125,ENR00094,2024-03-18,Present
ATT001126,ENR00094,2024-03-25,Late
ATT001127,ENR00094,2024-04-01,Present
ATT001128,ENR00094,2024-04-08,Present
ATT001129,ENR00095,2024-01-22,Absent
ATT001130,ENR00095,2024-01-29,Present
ATT001131,ENR00095,2024-02-05,Present
ATT001132,ENR00095,2024-02-12,Late
ATT001133,ENR00095,2024-02-19,Absent
ATT001134,ENR00095,2024-02-26,Late
ATT001135,ENR00095,2024-03-04,Present
ATT001136,ENR00095,2024-03-11,Present
ATT001137,ENR00095,2024-03-18,Present
ATT001138,ENR00095,2024-03-25,Present
ATT001139,ENR00095,2024-04-01,Present
ATT001140,ENR00095,2024-04-08,Present
ATT001141,ENR00096,2024-01-22,Present
ATT001142,ENR00096,2024-01-29,Present
ATT001143,ENR00096,2024-02-05,Late
ATT001144,ENR00096,2024-02-12,Absent
ATT001145,ENR00096,2024-02-19,Present
ATT001146,ENR00096,2024-02-26,Present
ATT001147,ENR00096,2024-03-04,Present
ATT001148,ENR00096,2024-03-11,Present
ATT001149,ENR00096,2024-03-18,Present
ATT001150,ENR00096,2024-03-25,Present
ATT001151,ENR00096,2024-04-01,Present
ATT001152,ENR00096,2024-04-08,Late
ATT001153,ENR00097,2024-01-22,Present
ATT001154,ENR00097,2024-01-29,Present
ATT001155,ENR00097,2024-02-05,Present
ATT001156,ENR00097,2024-02-12,Present
ATT001157,ENR00097,2024-02-19,Present
ATT001158,ENR00097,2024-02-26,Late
ATT001159,ENR00097,2024-03-04,Absent
ATT001160,ENR00097,2024-03-11,Present
ATT001161,ENR00097,2024-03-18,Present
ATT001162,ENR00097,2024-03-25,Absent
ATT001163,ENR00097,2024-04-01,Present
ATT001164,ENR00097,2024-04-08,Absent
ATT001165,ENR00098,2024-01-22,Present
ATT001166,ENR00098,2024-01-29,Present
ATT001167,ENR00098,2024-02-05,Present
ATT001168,ENR00098,2024-02-12,Present
ATT001169,ENR00098,2024-02-19,Present
ATT001170,ENR00098,2024-02-26,Present
ATT001171,ENR00098,2024-03-04,Absent
ATT001172,ENR00098,2024-03-11,Present
ATT001173,ENR00098,2024-03-18,Present
ATT001174,ENR00098,2024-03-25,Present
ATT001175,ENR00098,2024-04-01,Present
ATT001176,ENR00098,2024-04-08,Present
ATT001177,ENR00099,2024-01-22,Present
ATT001178,ENR00099,2024-01-29,Late
ATT001179,ENR00099,2024-02-05,Present
ATT001180,ENR00099,2024-02-12,Present
ATT001181,ENR00099,2024-02-19,Present
ATT001182,ENR00099,2024-02-26,Present
ATT001183,ENR00099,2024-03-04,Present
ATT001184,ENR00099,2024-03-11,Absent
ATT001185,ENR00099,2024-03-18,Present
ATT001186,ENR00099,2024-03-25,Present
ATT001187,ENR00099,2024-04-01,Present
ATT001188,ENR00099,2024-04-08,Present
ATT001189,ENR00100,2024-01-22,Present
ATT001190,ENR00100,2024-01-29,Present
ATT001191,ENR00100,2024-02-05,Absent
ATT001192,ENR00100,2024-02-12,Present
ATT001193,ENR00100,2024-02-19,Present
ATT001194,ENR00100,2024-02-26,Present
ATT001195,ENR00100,2024-03-04,Absent
ATT001196,ENR00100,2024-03-11,Present
ATT001197,ENR00100,2024-03-18,Present
